Receiver_ID,Name,Type,City,Contact,Contact_Length
968,Mr. Joseph Herring,Individual,Mariefurt,8390442094,10
969,Leon Foster,NGO,Bennettton,1989369076,10
970,Brandon Rice,Shelter,South Benjamin,15631222255,11
971,Teresa Estrada,Individual,Mayburgh,3207784104,10
972,Patricia Joseph,Individual,Lauraport,6119276696,10
973,Brian Johnson,NGO,Patrickfort,0017514795501,13
974,Mark Miller,NGO,North Joshua,0113611154,10
975,Danielle Bullock,Individual,Amandafurt,8882539476,10
976,Tammy Patrick,Individual,Clarkton,0016715529014,13
977,Pamela Scott,Charity,South Paul,3106420442,10
978,Adam Evans,Individual,Lake Sonya,4843980067,10
979,Rebecca Wright,Charity,Teresastad,17073874410,11
980,Elizabeth Fisher,Shelter,Carrborough,2989083776,10
981,Dawn Jennings,Shelter,Port Cody,0857596512,10
982,Thomas Villanueva,NGO,Gutierrezmouth,0013386039644,13
983,Joanna Black,NGO,North Jacobhaven,7819505825,10
984,Steve Kirby,Charity,Travishaven,8151958711,10
985,Thomas Sanchez,NGO,Rodneyfurt,2315921072,10
986,Rita Kane,Shelter,South Jamie,13473062056,11
987,Becky Smith,Shelter,East Renee,7907087489,10
988,Kristi Rodriguez,Charity,Nielsenberg,3498645409,10
989,Timothy Bradshaw,Individual,North Laura,4512605312,10
990,Patricia Hardy,Shelter,Thomasport,0766873532,10
991,Lindsey Wagner,Shelter,Jessicaburgh,4010527584,10
992,James Curry,Individual,Port Johnside,2230438999,10
993,Alexis Hayes,Shelter,Matthewmouth,5438120534,10
994,Angelica Simmons,NGO,Port Kellifort,9029428232,10
995,Brittany Taylor,Individual,Andrewsport,2965687106,10
996,Matthew Curtis,Shelter,Lanechester,1278894442,10
997,Amanda Cain,NGO,New Steven,10014915601,11
998,Theodore Briggs,Individual,South Sandra,9306099442,10
999,Cheyenne Ramsey,NGO,Lake Jeffery,0013263204816,13
1000,April Miller,Shelter,Shelbychester,8948732652,10
